,query,query_id,query_type,document,passage_sign_de,passage_sign_ce,input_id
289,can i travel to us on a one way ticket from bermuda,69853,DESCRIPTION,"When you fly to Bermuda with British Airways, you'll land in the historic parish of St. George's, just 11 kilometres from the capital city of Hamilton.Taxis and buses can be found outside the terminal building to take you to your Bermuda hotel or destination.hen you fly to Bermuda with British Airways, you'll land in the historic parish of St. George's, just 11 kilometres from the capital city of Hamilton.",1,0.0,14
290,can i travel to us on a one way ticket from bermuda,69853,DESCRIPTION,"Tenancy at will defines the relationship between the landlord and tenant when strict terms, such as those contained within a lease agreement, are not present, are defective in nature or have expired. A tenancy-at-will agreement can also be created at the beginning of the landlord-tenant relationship.",0,,14
291,can i travel to us on a one way ticket from bermuda,69853,DESCRIPTION,"Gerrymander definition, U.S. Politics. the dividing of a state, county, etc., into election districts so as to give one political party a majority in many districts while concentrating the voting strength of the other party into as few districts as possible. U.S. Politics. to subject (a state, county, etc.) to a gerrymander.",0,,14
292,can i travel to us on a one way ticket from bermuda,69853,DESCRIPTION,"Canada places itself somewhere in the middle when it considers the legal drinking age. The average drinking age in Canada is 19, which is an inviting factor for students living south of the border. Many high school graduates in the US head up north to enjoy the lower drinking age permit since the legal drinking age in USA is 21.",0,,14
293,can i travel to us on a one way ticket from bermuda,69853,DESCRIPTION,"Since sunflower seeds have a long shelf life if kept dry, it is hard to tell if they have gone bad. The best way is by smell, they will start to smell rancid because of the natural oils breaking down due to their exposure to oxygen.",0,,14
294,can i travel to us on a one way ticket from bermuda,69853,DESCRIPTION,"Song Details: Here I Am was released in 1981 as a single taken from Air Supply's sixth studio album, The One That You Love (1981). It is a soft rock song ,written by Norman Saleet and produced by Harry Maslin.Sheet Music Print and download options may vary.ong Details: Here I Am was released in 1981 as a single taken from Air Supply's sixth studio album, The One That You Love (1981). It is a soft rock song ,written by Norman Saleet and produced by Harry Maslin.",0,,14
295,can i travel to us on a one way ticket from bermuda,69853,DESCRIPTION,"Traction Control (TRC) Helps prevent wheel slippage when the vehicle is starting or accelerating on wet or slippery roads. Concept of TRC/ Rear-wheel drive layout. When you are starting the vehicle or accelerating on a wet surface, you could lose control of the wheel because of wheel spin. TRC will help prevent such events from happening.",0,,14
296,can i travel to us on a one way ticket from bermuda,69853,DESCRIPTION,"The term Sugar Disease is a convenient catch-all for a host of modern conditions that result from an unbridled intake of sugar or refined carbohydrates coupled with a sedentary lifestyle.he glycemic index: key to diet for Sugar Disease. Some have proposed that persons with variants of Sugar Disease follow a diet that rigidly excludes carbohydrates, concentrating instead on meat and vegetables. In my opinion this is rarely necessary and results in dietary imbalances.",0,,14
297,can i travel to us on a one way ticket from bermuda,69853,DESCRIPTION,"Registered nurses (RNs) are required to have a minimum of an associate's degree, but bachelor's degrees in nursing (BSN) are also available and can help an RN's chances to earn better pay. Weigh your school options based on your current educational needs and timetable.n associate's degree in nursing or a nursing diploma is required to practice as a registered nurse, but entry to a program is based on a few things. 1  Minimum SAT or ACT exam scores. 2  GPA range between 2.0 and 3.25 (check your specific school's requirements). 3  3 years of math, including geometry and algebra II.",0,,14
298,can i travel to us on a one way ticket from bermuda,69853,DESCRIPTION,"Steps to Becoming a Registered Nurse. 1. Complete an accredited registered nurse program. In order to become a registered nurse, students must graduate from an accredited program. Several options are available, including nursing diplomas, associate degrees or bachelor’s degrees.An associate degree in nursing typically takes two years to complete, though accelerated programs can shorten this timeframe.f a registered nurse decides to become an advanced practice registered nurse and specialize their knowledge, a master’s degree will be needed. After completing this education, graduates can apply for roles as certified nurse specialists, nurse anesthetists, nurse practitioners, and nurse midwives.",0,,14
299,can i travel to us on a one way ticket from bermuda,69853,DESCRIPTION,"Online Nursing Degree Programs From Jacksonville University. Becoming a registered nurse can be the first step to a long and rewarding career in healthcare. To further expand your opportunities, consider earning an advanced nursing degree online from Jacksonville University.ecause requirements vary by state, you should check with your State Board for details. Once you become a registered nurse, you may wish to pursue a Master of Science in Nursing (MSN) degree. An MSN can lead to high-level positions in nursing administration, advanced practice or nursing education.",0,,14
300,can you add a person to a deed when you have a mortgage,75819,NUMERIC,"At the same time the mortgage loan closes the seller of the property signs a deed — typically a warranty deed — granting ownership of the property to the borrower. This deed is also filed on public record. Now, the security instrument and deed become part of the property's chain of title.",1,0.0,15
301,can you add a person to a deed when you have a mortgage,75819,NUMERIC,"When you add a person to your deed, you're essentially giving them a gift of a percentage of your property. This can be an issue at tax time, as the Internal Revenue Service requires donors to pay gift taxes if they give away more than a certain amount in cash or property to one person during the year.",1,0.0,15
302,can you add a person to a deed when you have a mortgage,75819,NUMERIC,"Granting someone ownership through a deed does not make them financially responsible for the mortgage loan. Only the borrower, or borrowers, listed on the mortgage loan have an obligation to repay that loan in the eyes of the lender.",1,0.0,15
303,can you add a person to a deed when you have a mortgage,75819,NUMERIC,The steps to add a person to a property deed as joint owner are the same if you own your home outright -- except you bypass the step that deals with reviewing your mortgage and contacting your lender. Use a typewriter or computer printer when filling in the information on the deed to ensure it is legible.,1,0.0,15
304,can you add a person to a deed when you have a mortgage,75819,NUMERIC,"This stepped up basis rule generally eliminates any capital gain. When you add a loved one to your deed, you are in effect making a gift to him. IRS rules currently permit a taxpayer to gift a maximum of $14,000 per year, per person. Gifts in excess of this amount may trigger gift tax reporting obligations.",1,0.0,15
305,can you add a person to a deed when you have a mortgage,75819,NUMERIC,"Joining someone else as a co-owner of your property may expose that property to the claims of your co-owner's creditors. For example, if Jane adds Bill to her deed and Bill later causes an automobile accident for which he is sued, the plaintiff may be able force the sale of Jane's land to pay for the injuries.",1,0.0,15
306,can you add a person to a deed when you have a mortgage,75819,NUMERIC,"How to Add Someone to a Deed*. Generally. In most cases the literal answer is quite simple: execute and record a deed granting an undivided ownership interest in the property to the person in question. In real life, though, things are rarely so simple. By way of example, assume that Jane owns some land and wants to add Bill as a co-owner.",1,0.0,15
307,can you add a person to a deed when you have a mortgage,75819,NUMERIC,"Other reasons not to add a loved one to your deed are that doing so may make you ineligible for a refinance or reverse mortgage. For homeowners approaching retirement age, the transfer of assets can have adverse consequences for determining Medicare eligibility.",1,0.0,15
308,can you add a person to a deed when you have a mortgage,75819,NUMERIC,"Ultimately, mortgage loans finance the purchase of a property, while deeds transfer the ownership. When a mortgage loan originates, the borrower who applied for the loan assumes ownership through a deed. Later on, the borrower has the ability to add someone else as an owner through a second deed.",1,1.0,15
309,can you add a person to a deed when you have a mortgage,75819,NUMERIC,Tips. 1  The steps to add a person to a property deed as joint owner are the same if you own your home outright -- except you bypass the step that deals with reviewing your mortgage and contacting your lender. 2  Use a typewriter or computer printer when filling in the information on the deed to ensure it is legible.,1,0.0,15
310,can you add a person to a deed when you have a mortgage,75819,NUMERIC,"Eleven Most Beautiful Cathedrals in Europe. Featured. Europeans took the worship of God very seriously and it’s demonstrated in the fantastic cathedrals you see wherever you go. There is at least a small church in every village, and often times you’ll be surprised by something even bigger.",0,,15
311,can you add a person to a deed when you have a mortgage,75819,NUMERIC,"Directions. 1  1 Heat oven to 450°F. 2  In medium bowl, stir Bisquick mix and milk until soft dough forms; beat 30 seconds with spoon. 3  Place dough on surface sprinkled with Bisquick mix; gently roll in Bisquick mix to coat. 4  Shape into a ball; knead 10 times.",0,,15
312,can you add a person to a deed when you have a mortgage,75819,NUMERIC,1 The Amazon.com Gift Card will be delivered via email by TripAdvisor after your review is published and TripAdvisor has confirmed your stay.  Only bookings made via “Book on TripAdvisor” on TripAdvisor.com are eligible. You must make your booking with a valid US address in order to be eligible for the offer.,0,,15
313,can you add a person to a deed when you have a mortgage,75819,NUMERIC,"In a sensory system, a sensory receptor is a structure that recognizes a stimulus in the internal or external environment of an organism. In response to stimuli the sensory receptor initiates sensory transduction by creating graded potentials or action potentials in the same cell or in an adjacent one.",0,,15
314,can you add a person to a deed when you have a mortgage,75819,NUMERIC,"May 2016 Elections: Oregon State Representative House District 14, 43, 51. May 2016 Elections: Oregon State Representative House District 14, 43, 51. Oregon faces one of the most intense and consequential elections in 2016, where your vote will make a difference. We know that communities that vote experience better health, education and economic opportunity.",0,,15
315,can you add a person to a deed when you have a mortgage,75819,NUMERIC,"Get your professional auto detailing carpet extractors from the auto detailing pros at Rightlook.com. We’ll help you select exactly the right carpet extractor system for your professional style—whether full-service detailing shop or mobile auto detailer.Use professional equipment if you want professional results!n addition to our great selection of car extractors, we offer professional-grade accessories that let you clean every nook and cranny of any vehicle. Order your hot-cater carpet extractor today and watch your interior-detailing business clean up year after year! Click here to view all extractors and accessories.",0,,15
316,can you add a person to a deed when you have a mortgage,75819,NUMERIC,"Rating systems that include underweight often also include overweight and equal-weight assessments, either of which is favorable to the underweight rating. What being underweight on a stock really means. The whole concept of an underweight rating assumes that there's a proper weight that stocks should get in the market. That's the case with the most popular stock market benchmarks, but the weighting system isn't always consistent.",0,,15
317,can you add a person to a deed when you have a mortgage,75819,NUMERIC,"This diet requires that you continue your exercise regimen on fasting days as well as on regular days. However, 2015 at 8:25 AM How should the different foods be cooked.",0,,15
318,can you add a person to a deed when you have a mortgage,75819,NUMERIC,"Regardless of the type of arthritis, symptoms of hip arthritis include: 1  Pain in the hip joint that may include pain in the groin, outer thigh, or buttocks. 2  Pain that is typically worse in the morning and lessens with activity.3  Difficulty walking or walking with a limp. 4  Pain that worsens with vigorous or extended activity.egardless of the type of arthritis, symptoms of hip arthritis include: 1  Pain in the hip joint that may include pain in the groin, outer thigh, or buttocks. 2  Pain that is typically worse in the morning and lessens with activity. 3  Difficulty walking or walking with a limp. 4  Pain that worsens with vigorous or extended activity.",0,,15
319,can you add a person to a deed when you have a mortgage,75819,NUMERIC,"Filter (OIL )- A device which removes solids from a fluid. Flow Meter - A testing device which gauges either flow rate, total flow, or both. Flow Rate - The volume of fluid passing a point in a given time. Fluid Power - Energy transmitted and controlled through use of a pressurized fluid. Force - A push or pull acting upon a body.",0,,15
320,canada lily lilium canadense,81324,ENTITY,"International Women's Day (IWD), originally called International Working Women's Day, is celebrated on March 8 every year.",0,,16
321,canada lily lilium canadense,81324,ENTITY,"Lilium canadense. Lilium canadense, commonly called either the Canada lily, wild yellow-lily, or the meadow lily, is a native of eastern North America. Its native range extends from Ontario to Nova Scotia south to Georgia and Alabama. It is most common in New England, the Appalachian Mountains, and the Canadian Maritimes.",1,0.0,16
322,canada lily lilium canadense,81324,ENTITY,"Lilium canadense. Commonly known as the Canada lily, Meadow lily or Wild yellow lily, this species is probably the commonest and most widely distributed lily in N. America, ranging from Quebec, New Brunswick and Nova Scotia, southward to West Virginia.",1,0.0,16
323,canada lily lilium canadense,81324,ENTITY,"login or register as a user. Commonly known as the Canada lily, Meadow lily or Wild yellow lily, this species is probably the commonest and most widely distributed lily in N. America, ranging from Quebec, New Brunswick and Nova Scotia, southward to West Virginia.",1,0.0,16
324,canada lily lilium canadense,81324,ENTITY,"Lilium canadense. 1  Family: lily (Liliaceae) 2  Habitat: moist meadows, wood margins. 3  Height: 2-5 feet.  Flower size: 2-3 inches 1  wide. Flower color: yellow, orange, or 2  red. Flowering time: June to 3  July. Origin: native.",1,0.0,16
325,canada lily lilium canadense,81324,ENTITY,"Endangered: 1  5 or fewer extant sites, or. 2  fewer than 1,000 individuals, or. 3  restricted to fewer than 4 U.S.G.S. 7 1/2 minute topographical maps, or.  species listed as endangered by the U. S. Department of Interior, as enumerated in the Code of Federal Regulations 50 CFR 17.11.",1,0.0,16
326,canada lily lilium canadense,81324,ENTITY,"Canada Lily. Lilium canadense. Lily family (Liliaceae) Description: This perennial wildflower is 2-4' tall and unbranched, except near the apex where the flowers occur. The central stem is light green, terete, glabrous, and often glaucous.",1,0.0,16
327,canada lily lilium canadense,81324,ENTITY,"Facts About. A large, showy lily, Canada lily is pollinated mainly by the ruby-throated hummingbird. Recently, an introduced beetle, the lily leaf beetle (Lilioceris lilii), has been detected feeding on native lilies including Canada lily. This beetle could have strong impacts if it continues to spread.",1,0.0,16
328,canada lily lilium canadense,81324,ENTITY,Identifying species that appear as waifs or only periodically appear in the flora for a few seasons. 1  Any - Persisting critieria is not taken into consideration. 2  Yes - Show results with a Persisting value of Y. 3  No - Show results without Persisting value of  N.,1,0.0,16
329,canada lily lilium canadense,81324,ENTITY,"Lilium canadense. © Bill Hilton Jr. Canada Lily, Lilium canadense, a magnificent tall woodland lily, grows wild in damp meadows and thickets from Alabama to Quebec. The flowers are usually yellow, but may instead be orange or red, as illustrated in this photo. Seed-grown plants may take 5-6 years to flower, so planting Canada Lily bulbs is preferable.",1,1.0,16
330,canada lily lilium canadense,81324,ENTITY,"Pre-order sales for the Xbox One are open now - and there have already been over 500,000 people who have forked out for one. The UK release date for the Xbox One is November 22, and it will go on sale at midnight at stores across the country.",0,,16
331,canada lily lilium canadense,81324,ENTITY,"Calories in Homemade Turkey Chili based on the calories, fat, protein, carbs and other nutrition information submitted for Homemade Turkey Chili. Calories in Homemade Turkey Chili based on the calories, fat, protein, carbs and other nutrition information submitted for Homemade Turkey Chili. main content Join Now for Free!",0,,16
332,canada lily lilium canadense,81324,ENTITY,"www.mafcu.org / Membership is open to individuals who live, work, worship, or attend school in Montgomery County, Maryland. Our routing number is: 255077477. This is a representation of what your Title Tag and Meta Description will look like in Google search results. Search engines may create their own titles and descriptions if they are missing, poorly written and/or not relevant to the content on the page and cut short if they go over the character limit.",0,,16
333,canada lily lilium canadense,81324,ENTITY,"In North America, the term minivan derives from the size comparison to traditional full-size vans (like the Ford E-Series, Dodge Ram Van, and the Chevrolet Van).",0,,16
334,canada lily lilium canadense,81324,ENTITY,"With the collaboration of Rachel Banville. The term policy cycle refers to the recurrent pattern shown by procedures that ultimately lead. to the creation of a public policy. The advantage of analyzing these procedures by dividing them. into stages (agendasetting, formulation, implementation) resides in the way it offers explanatory -.",0,,16
335,canada lily lilium canadense,81324,ENTITY,*Percent Daily Values are based on a 2000 calorie diet. Your daily values may be higher or lower depending on your calorie needs.,0,,16
336,canada lily lilium canadense,81324,ENTITY,"Eating too much sugar raises your risk for gaining weight and the health problems that are associated with being overweight. You are more likely to suffer diabetes, heart disease, high blood pressure, cancer and many other health conditions when you indulge your sweet tooth too often.Table sugar isn’t the only culprit when it comes to sugar.ou are more likely to suffer diabetes, heart disease, high blood pressure, cancer and many other health conditions when you indulge your sweet tooth too often. Table sugar isn’t the only culprit when it comes to sugar.",0,,16
337,canada lily lilium canadense,81324,ENTITY,"Plants that capture and digest insects (and, at times, other small animals) are called carnivorous plants. Similarly, fungi that capture microscopic animals are often called carnivorous fungi.",0,,16
338,canada lily lilium canadense,81324,ENTITY,"Large firms use various corporate advertising techniques to enhance their image in order to improve their desirability as a supplier, employer, customer, borrower, etc. The image of Apple computer, for example, as a successful business has dimmed and brightened several times in the last 30 years.But its identity (conveyed by its name and multicolored bitten-off-apple logo) as an innovative and pathbreaking firm has survived almost intact during the same period.earby Terms. 1  corporate fiduc... 2  corporate finan... 3  corporate found... 4  corporate givin... 5  corporate gover... 6  corporate gover... 7  corporate hiera... 8  corporate ident... 9  corporate image. 10  corporate immun... 11  corporate incom... 12  corporate indic... 13  corporate indiv... 14  corporate insti... 15  corporate inver... 16  corporate inves... 17  corporate kit.",0,,16
339,canada lily lilium canadense,81324,ENTITY,"1. 1  U.S. Politics. the dividing of a state, county, etc., into election districts so as to give one political party a majority in many districts while concentrating the voting strength of the other party into as few districts as possible. 2  U.S. Politics. to subject (a state, county, etc.) to a gerrymander.",0,,16
340,cause of death for karen carpenter,84246,DESCRIPTION,"For example, a ceteatean of my country with a salary of $ 1416 a month afford an apartment with a bathroom, a kitchen and two rooms without furniture utilities only. Bank gives him credit for 30 years with an advance of $ 2000.",0,,17
341,cause of death for karen carpenter,84246,DESCRIPTION,"15.403-5 Instructions for submission of certified cost or pricing data and data other than certified cost or pricing data. (a) Taking into consideration the policy at 15.402, the contracting officer shall specify in the solicitation (see 15.408 (l) and (m))—. (1) Whether certified cost or pricing data are required;",0,,17
342,cause of death for karen carpenter,84246,DESCRIPTION,"In pictures printed in Rolling Stone magazine in late 1974, when the Carpenters were one of the most successful acts in all of pop music, Karen looks fit and healthy. Yet by mid-1975, the Carpenters were forced to cancel tours of Japan and Europe after Karen collapsed on stage in Las Vegas.",1,0.0,17
343,cause of death for karen carpenter,84246,DESCRIPTION,"A documentary in the 1990s quoting medical sources and those in her immediate circle asserted that Karen Carpenter had actually died from recovering from anorexia—she was recovering from the disease but her quick weight gain placed enormous pressure on her heart, which had been weakened by years of malnutrition.",1,0.0,17
344,cause of death for karen carpenter,84246,DESCRIPTION,"The day singer Karen Carpenter died in 1983. American pop singer Karen Carpenter, of brother and sister duo The Carpenters, in performance at the Royal Festival Hall, London. (Originally published by the Daily News on Feb. 5, 1983. DOWNEY, CALIF. - Karen Carpenter, 32, the silky-voiced singer, who with her brother, Richard, recorded some of the biggest hits of the 1970s, died yesterday after collapsing at her parents’ home.",1,0.0,17
345,cause of death for karen carpenter,84246,DESCRIPTION,"This story was written by Stacy Smith.) DOWNEY, CALIF. - Karen Carpenter, 32, the silky-voiced singer, who with her brother, Richard, recorded some of the biggest hits of the 1970s, died yesterday after collapsing at her parents’ home. The Carpenters’ mellow sings, like “We’ve Only Just Begun” and “Close to You,” sold more than 60 million albums worldwide.",1,0.0,17
346,cause of death for karen carpenter,84246,DESCRIPTION,"Best Answer: Death Relic66~~➤. On February 4, 1983, less than a month before her thirty-third birthday, Carpenter experienced heart failure at her parents' home in Downey, California, and was taken to Downey Community Hospital, where she was pronounced dead twenty minutes later.",1,0.0,17
347,cause of death for karen carpenter,84246,DESCRIPTION,"A+E Networks. Karen Carpenter, a singer who long suffered under the burden of the expectations that came with pop stardom, died on this day in 1983, succumbing to heart failure brought on by her long, unpublicized struggle with anorexia.",1,0.0,17
348,cause of death for karen carpenter,84246,DESCRIPTION,"Kesha and Karen Carpenter: How Karen’s Death May Save Kesha. Kesha and her public struggle with anorexia and bulimia may seem to be nothing new within the entertainment industry, but it was the shocking death of singer Karen Carpenter that first shed light on eating disorders and raised an awareness that just may save Kesha’s life.",1,0.0,17
349,cause of death for karen carpenter,84246,DESCRIPTION,"Kesha’s story will thankfully have a much better ending than the life of another singer/songwriter who suffered from anorexia, Karen Carpenter, who died at age 32 after an eight-year battle with the disease and whose death just may have helped to save Kesha.",1,0.0,17
350,cause of death for karen carpenter,84246,DESCRIPTION,"Your doctor may also order a T4 test. Most of the T4 in your blood attaches to a protein, and when it does, it can’t get into your cells. Only T4 that is unattached or “free” can get into your cells to go to work. A blood test can measure how much free T4 is available.",0,,17
351,cause of death for karen carpenter,84246,DESCRIPTION,"The amount of water in the human body ranges from 50-75%. The average adult human body is 50-65% water, averaging around 57-60%. The percentage of water in infants is much higher, typically around 75-78% water, dropping to 65% by one year of age. Body composition varies according to gender and fitness level because fatty tissue contains less water than lean tissue.",0,,17
352,cause of death for karen carpenter,84246,DESCRIPTION,"Asker's rating. 1  First Violent Video Game. 2  i am a gamer and am not violent you can go on line and they will blame things on video games i have heard a lot of things like halo teaches people how to snipe. 3  For the best answers, search on this site https://shorturl.im/jHjmh.",0,,17
353,cause of death for karen carpenter,84246,DESCRIPTION,"People with sinusitis due to the common cold or other causes are often prescribed antibiotics. In fact, sinusitis accounts for 15 to 21 percent of all antibiotic prescriptions written for adults in outpatient care. But most of them probably don’t need the drugs.",0,,17
354,cause of death for karen carpenter,84246,DESCRIPTION,This 245' square rigged Tall Ship is now offered for sale. The vessel's owners undertook an entire rebuild and system renewal in 2008 at a cost of over $9M Euros. It has been designed and built to the.,0,,17
355,cause of death for karen carpenter,84246,DESCRIPTION,Please try again later. Critical Details offers a wide range of auto detailing services from the basic wash and wax all the way up to a multiple step paint correction. Whether your vehicle is a daily driver or a show car Critical Details can rejuvenate your vehicle to its original showroom condition.ritical Details offers a wide range of auto detailing services from the basic wash and wax all the way up to a multiple step paint correction.,0,,17
356,cause of death for karen carpenter,84246,DESCRIPTION,"Visit Healthgrades for information on Dr. Patrick Santos, MD Find Phone & Address information, medical practice history, affiliated hospitals and more. HG Logo and Link to Home Search Doctors, Hospitals, Specialties or Procedures",0,,17
357,cause of death for karen carpenter,84246,DESCRIPTION,"Wikia is not accessible if you’ve made further modifications. Osborn Warren Deignan (February 24, 1873 – April 16, 1916) was an enlisted sailor and later a Warrant Officer in the United States Navy. He received his country's highest military decoration—the Medal of Honor—for actions in the Spanish-American War.",0,,17
358,cause of death for karen carpenter,84246,DESCRIPTION,"Those layers in descending order are the  cornified layer (stratum  corneum), cle…ar/translucent layer found only on the palms and  soles (stratum  lucidum), granular layer (stratum  granulosum), spinous layer (stratum  spinosum), and basal/germinal layer (stratum  basale/germinativum).",0,,17
359,cause of death for karen carpenter,84246,DESCRIPTION,Hypernyms (tenant is a kind of...): bearer; holder (the person who is in possession of a check or note or bond or document of title that is endorsed to him or to whoever holds it) Hyponyms (each of the following is a kind of tenant): cotenant (one of two or more tenants holding title to the same property),0,,17
360,certificate of current cost and pricing,89989,NUMERIC,• SENSORY RECEPTOR (noun). The noun SENSORY RECEPTOR has 1 sense: 1. an organ having nerve endings (in the skin or viscera or eye or ear or nose or mouth) that respond to stimulation. Familiarity information: SENSORY RECEPTOR used as a noun is very rare.,0,,18
361,certificate of current cost and pricing,89989,NUMERIC,Instructions. 1  Brown pork roast. 2  Season the roast. 3  Add to pressure cooker with 12 oz. 4  water. 5  Follow manufacture's directions for starting cooker. 6  Cook 1 hour. 7  Let the pressure out and open lid. 8  Add the potatoes and carrots. 9  Add another 15 minutes of time for cooking. Brown pork roast. 2  Season the roast. 3  Add to pressure cooker with 12 oz. 4  water. 5  Follow manufacture's directions for starting cooker. 6  Cook 1 hour. 7  Let the pressure out and open lid. 8  Add the potatoes and carrots.,0,,18
362,certificate of current cost and pricing,89989,NUMERIC,"15.403-5 Instructions for submission of certified cost or pricing data and data other than certified cost or pricing data. (a) Taking into consideration the policy at 15.402, the contracting officer shall specify in the solicitation (see 15.408 (l) and (m))—. (1) Whether certified cost or pricing data are required;",1,0.0,18
363,certificate of current cost and pricing,89989,NUMERIC,"Current Cost or Pricing Data. Cost or pricing data is more than. historical accounting data, They are all the facts that can be. reasonably expected to contribute to. the soundness of estimates of future. costs and to the validity of. determinations of costs already.",1,0.0,18
364,certificate of current cost and pricing,89989,NUMERIC,"(a) When certified cost or pricing data are required under 15.804-2, the contracting officer shall require the contractor to execute a Certificate of Current Cost or Pricing Data, shown below, and shall include the executed certificate in the contract file.",1,0.0,18
365,certificate of current cost and pricing,89989,NUMERIC,"When submitting a certificate of current cost or data pricing under FAR 15.406-2(a), it is. imperative to include subsection (b) of that section in order to avoid potential False Claims Act. violations. Subsection (b) distinguishes between fact and the judgment of the contractor.",1,0.0,18
366,certificate of current cost and pricing,89989,NUMERIC,15.403-1 Prohibition on obtaining certified cost or pricing data (10 U.S.C. 2306a and 41 U.S.C. chapter 35). (a) Certified cost or pricing data shall not be obtained for acquisitions at or below the simplified acquisition threshold. (b) Exceptions to certified cost or pricing data requirements.,1,0.0,18
367,certificate of current cost and pricing,89989,NUMERIC,"The certificate states that the cost or pricing data are accurate, complete, and current as of the date the contractor and the Government agreed on a price. Only one certificate shall be required; the contractor shall submit it as soon as practicable after price agreement is reached. CERTIFICATE OF CURRENT COST OR PRICING DATA.",1,0.0,18
368,certificate of current cost and pricing,89989,NUMERIC,"This is to certify that, to the best of my knowledge and belief, the cost or pricing data (as defined in section 2.101 of the Federal Acquisition Regulations), submitted either actually or by specific identification in writing, to the Grant Officer or to the Grant Officer's representative in support of _____________________________* are accurate, ...",1,0.0,18
369,certificate of current cost and pricing,89989,NUMERIC,This certification includes the cost or pricing data supporting any advance agreements and forward pricing rate agreements between the offeror and the Government that are part of the proposal. COMPANY NAME:_______________________________________.,1,0.0,18
370,certificate of current cost and pricing,89989,NUMERIC,"Microsoft Windows. Microsoft Windows, or simply Windows, is a metafamily of graphical operating systems developed, marketed, and sold by Microsoft. It consists of several families of operating systems, each of which cater to a certain sector of the computing industry with the OS typically associated with IBM PC compatible architecture.",0,,18
371,certificate of current cost and pricing,89989,NUMERIC,Median hourly wage for a Warehouse Material Handler is $14.28 based on statistics in the U.S. as of 2015. The highest hourly rate recorded was $20.86. The lowest hourly rate recorded was $10.26. These figures will vary on a state to state basis as these are averages across all 50 states.,0,,18
372,certificate of current cost and pricing,89989,NUMERIC,"Pints. There are several different kinds of Pints available- us liquid, us dry and uk. Please select a more specific option. Milliliters. A metric unit of volume equal to one thousandth of a liter",0,,18
373,certificate of current cost and pricing,89989,NUMERIC,"Results are given immediately verbally and included in the fee. 1  $500 for daytime weekday appointments. 2  $1000 for weekdays after 5 pm, or anytime on Saturday, or Sunday These fees are non-refundable once you make your appointment.",0,,18
374,certificate of current cost and pricing,89989,NUMERIC,"Bennett, Jay Walter 45, passed away peacefully in his sleep on Sunday, May 24, 2009, where he was currently residing in his favorite small town USA, Urbana, with his loving partner, Kate, and... Read Obituary. Published in a Chicago Tribune Media Group Publication on May 31, 2009.",0,,18
375,certificate of current cost and pricing,89989,NUMERIC,"That same year, Air Supply also released their first live video, Air Supply Live in Hawaii. In 1984, their song I Can Wait Forever was featured in a scene of the blockbuster movie Ghostbusters, and was included in the soundtrack album.ir Supply performed in London supporting Chicago and Boz Scaggs. Although their music had some commercial success, Russell claimed, on a 1995 DVD, that he and Hitchcock were so poor that they checked the backs of hotel sofas for change so that they could buy bread to make toast.",0,,18
376,certificate of current cost and pricing,89989,NUMERIC,"Virtual currency Bitcoin is experimental and remains high-risk for most consumers, the Bitcoin Foundation's general counsel told a Senate committee in a hearing Monday on the emerging technology. Virtual currency Bitcoin is experimental and remains high-risk for most consumers, the Bitcoin Foundation's general counsel told a Senate committee in a hearing Monday on the emerging technology.",0,,18
377,certificate of current cost and pricing,89989,NUMERIC,"When the first gag rule was instituted in 1836, House protocol required that the first thirty days of each session of Congress be devoted to the reading of petitions from constituents. After those thirty days, petitions were read in the House every other Monday.",0,,18
378,certificate of current cost and pricing,89989,NUMERIC,"This handout lists some guidelines for capitalization. If you have a question about whether a specific word should be capitalized that doesn't fit under one of these rules, try checking a dictionary to see if the word is capitalized there. Use capital letters in the following ways: The first words of a sentence.",0,,18
379,certificate of current cost and pricing,89989,NUMERIC,"When the first gag rule was instituted in 1836, House protocol required that the first thirty days of each session of Congress be devoted to the reading of petitions from constituents. After those thirty days, petitions were read in the House every other Monday.",0,,18
380,common age for skin cancer,95353,NUMERIC,"Basal Cell Carcinoma. Basal cell carcinoma is the most common and easiest-to-treat skin cancer. Because basal cell carcinoma spreads slowly, it occurs mostly in adults. Basal cell tumors can take on many forms, including a pearly white or waxy bump, often with visible blood vessels, on the ears, neck, or face.",1,0.0,19
381,common age for skin cancer,95353,NUMERIC,"Skin cancer is the most common form of cancer, globally accounting for at least 40% of cases. It is especially common among people with light skin. The most common type is nonmelanoma skin cancer, which occurs in at least 2-3 million people per year. This is a rough estimate, however, as good statistics are not kept. Of nonmelanoma skin cancers, about 80% are basal-cell cancers and 20% squamous-cell cancers.",1,0.0,19
382,common age for skin cancer,95353,NUMERIC,"Incidence rates. 1  Skin cancer is the most common cancer in the United States.1-2. 2  Current estimates are that one in five Americans will develop skin cancer in their lifetime.3-4. 3  It is estimated that nearly 9,500 people in the U.S. are diagnosed with skin cancer every day.5- 7.",1,0.0,19
383,common age for skin cancer,95353,NUMERIC,"Skin Cancer. Skin cancer is by far the most common type of cancer. If you have skin cancer, it is important to know which type you have because it affects your treatment options and your outlook (prognosis). If you aren’t sure which type of skin cancer you have, ask your doctor so you can get the right information.",1,0.0,19
